"idproducto","producto","referencia","tipo","idcategoria","estado","url","idmarca","activo","unidad","facturacion","idbodega","cuenta_inv","cuenta_ing","tributo","costo","ingreso","egreso","saldo","codigo","lifo","codigob","tipourl","minimo","cuenta_gas","controlserie","registro","partida","fob","promedio","fifo"
"1588","RODILLO INFERIOR TREN RODAJE DOBLE EJE TRACTOR CAT. D6D","REPUESTOS Y ACCESORIOS PARA EL ARREGLO DEL TRACTOR CAT. D6D DE PROPIEDAD MPAL.","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","431.2","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"431.2",
"12","DVD-R.","0755","B","91","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","I","0.37","12","0","12","0755                ","0.37","SD                                                ","1","5","634.08.04","N","0260000680001",,,"0.37",
"17","SACAGRAPAS.","1010","B","91","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","I","0.4","1","1","0","1010                ","0.4","SD                                                ","1","5","634.08.04","N","0260000680001",,,"0.4",
"23","PORTA CLIPS.","1049","B","91","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","I","0.82","4","1","3","1049                ","0.82","SD                                                ","1","5","634.08.04","N","0260000680001",,,"0.82",
"42","SACAGRAPAS...","1149","B","91","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","I","4.71","10","1","9","1149                ","4.71","-                                                 ","1","5","634.08.04","N","0260000680001",,,"4.71",
"54","DISPENSADOR DE JABON LIQUIDO 500-800-1000ML SACHET UNIDAD","1176","B","79","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.05.001                 ","-                             ","I","20.15","1","0","1","1176                ","20.15","-                                                 ","1","5","634.08.05","N","0260000680001",,,"20.15",
"73","TACHOS DE BASURA CON TAPA Y PEDAL NEGRO 10LT*","1201","B","79","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.05.001                 ","-                             ","I","5.91","13","0","13","1201                ","5.91","SD                                                ","1","5","634.08.05","N","0260000680001",,,"5.91",
"1386","VENTILADOR DEL RADIADOR","1180","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","53.76","0","0","0","1180                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"53.76",
"1657","GALONES DE ACEITE 15W40 MC120KCONSEJOP","GALONES DE ACEITE 15W40 MC120KCONSEJOP","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","19.6","0","0","0","0                   ","0","SD                                                ","1","0","631.54.01","N","0260000680001",,,"19.6",
"1656","FILTRO DE AIRE SECUNDARIO MC120KCONSEJOP","FILTRO DE AIRE SECUNDARIO MC120KCONSEJOP","B","88","S ",,,,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","26.98","0","0","0","0                   ","0","0                                                 ","1","0","631.54.01","N","0260000680001",,,"26.98",
"103","CAERUCHO EPSON T 642100 BLACK.","0836","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","161.54","2","0","2","0836                ","161.54","SD                                                ","1","5","634.08.07","N","0260000680001",,,"161.54",
"113","TONER CF 226A. HP- 26X BLACK LASER JET M 426 AR.","1037","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","244.16","4","0","4","1037                ","244.16","SD                                                ","1","5","634.08.07","N","0260000680001",,,"244.16",
"1511","FILTRO DE ACEITE COR/DIF S4109E0010 TANQUERO","FILTRO DE ACEITE COR/DIF S4109E0010 TANQUERO","B","88","S ",,,,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","18.45","1","0","1","0                   ","18.45","0                                                 ","1","0","631.54.01","N","0260000680001",,,"18.45",
"1545","TUBO DE RIN  15 MINICARGADORA CAT","FILTROS  Y REPUESTOS PARA VEHICULOS Y MAQUINARIA MUNICIPAL","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","14.56","2","2","0","0                   ","14.56","0                                                 ","1","5","631.54.01","N","0260000680001",,,"14.56",
"1276","ADAPTADOR DE 1/2","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","0.84","2","0","2","-                   ","0.84","SD                                                ","1","1","631.54.01","N","0260000680001",,,"0.84",
"1484","LUNA VERDE DE 200 MM","LUNA VERDE","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","89.6","4","0","4","0                   ","89.6","SD                                                ","1","0","631.54.01","N","0260000680001",,,"89.6",
"1530","FILTRO COMBUSTIBLE  NISSAN VOL 2010 16403-99011","FILTRO COMBUSTIBLE  NISSAN VOL 2010 16403-99011","B","85","S ",,,,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","19.04","9","2","7","0                   ","19.04","0                                                 ","1","0","631.54.01","N","0260000680001",,,"19.04",
"269","LFP3191-FILTRO ACEITE MOTOR P550404.","2137","B","85","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","51.3","0","0","0","2137                ","0","-                                                 ","1","5","631.54.01","N","0260000680001",,,"51.3",
"1522","JUEGOS DE RETENEDORES  Y FAJAS DE CILINDROS","PARA EL RECOLECTOR HINO FC","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","89.6","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"89.6",
"1593","ESQUINERO  IZQUIERDO PERNOS Y TUERCAS TRACTOR CAT. D6D","REPUESTOS Y ACCESORIOS PARA EL ARREGLO DEL TRACTOR CAT. D6D DE PROPIEDAD MPAL.","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","207.2","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"207.2",
"1283","PERMATEX GRANDE","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","2.26","0","0","0","-                   ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"2.26",
"1196","DISPENSADOR JUMBO WINS. SER","CARGA INICIAL","B","79","S ",,"253",,"Unidad                                            ","N","1","131.01.05.001                 ","-                             ","I","3.64","0","0","0","0338                ","0","SD                                                ","1","1","634.08.05","N","0260000680001",,,"3.64",
"1023","GUANTES CAUCHO MASTER #     8  C25","ADQUISICION DE PRENDAS DE PROTECCION POR EMERGENCIA","B","82","S ",,"253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","2.07","0","0","0","5251                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"2.07",
"1045","GRAMPAS CON CLAVO # 14","MATERIALES DE CONSTRUCCION PARA VARIOS DEPARTAMENTOS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","3.25","0","0","0","5273                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"3.25",
"1089","PIOLA # 12","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","3.1","0","0","0","5305                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"3.1",
"1376","PERNO 5/16 ACERO","1178","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","0.56","0","0","0","1178                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"0.56",
"1258","COLLARIN DE 3/4","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","2.24","0","0","0","-                   ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"2.24",
"88","TONER LASER HP 85A","0266","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","76.72","1","0","1","0266                ","76.72","SD                                                ","1","5","634.08.07","N","0260000680001",,,"76.72",
"210","GASKET","330","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","72.44","1","0","1","330                 ","72.44","-                                                 ","1","5","631.54.01","N","0260000680001",,,"72.44",
"247","FILTRO DE COMBUSTIBLE SEC P502504..","2082","B","85","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","79.07","2","0","2","2082                ","79.07","-                                                 ","1","5","631.54.01","N","0260000680001",,,"79.07",
"259","FILTRO ACEITE MOTOR GH-2008-SFF-5138-","2117","B","85","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","18.24","1","0","1","2117                ","18.24","-                                                 ","1","5","631.54.01","N","0260000680001",,,"18.24",
"1321","CABLE HDMI","ADQUISICION DE SUMINISTROS, EQUIPOS INFORMATICOS Y MANO DE OBRA","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","6.72","1","0","1","SD                  ","6.72","SD                                                ","1","5","631.54.01","N","0260000680001",,,"6.72",
"1481","NEPLO PVC 1/2 X 5 CM","NEPLO","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","0.62","3","0","3","0                   ","0.62","SD                                                ","1","1","631.54.01","N","0260000680001",,,"0.62",
"1555","TANQUES DE 55 GALONES","FILTROS  Y REPUESTOS PARA VEHICULOS Y MAQUINARIA MUNICIPAL","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","31.36","12","12","0","0                   ","31.36","0                                                 ","1","5","631.54.01","N","0260000680001",,,"31.36",
"1574","CERAMICA DE 0.40X0.40MM PARA PARED","CERAMICA DE 0.40X0.40MM PARA PARED","B","87","S ",,,,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","16.8","11","11","0","0                   ","15","0                                                 ","1","0","631.54.01","N","0260000680001",,,"16.8",
"1285","FOCOS #4 TRIFA","FOCOS #4 TRIFA","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","-","10","0","0","0","SD                  ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"10",
"1287","FOCOS DE 1P","ELECTROMECANICA","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","-","1","0","0","0","SD                  ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"1",
"1300","FUCIBLERA","ELECTROMECANICA","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","-","1.5","0","0","0","SD                  ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"1.5",
"150","FILTRO DE AIRE PRIMARIO LAF-47","209","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","42.04","7","0","7","209                 ","42.04","-                                                 ","1","5","631.54.01","N","0260000680001",,,"42.04",
"164","LLANTA 1000X20 HCT","259","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","187.17","1","0","1","259                 ","187.17","-                                                 ","1","5","631.54.01","N","0260000680001",,,"187.17",
"1162","IMPERMEABLES LAVABLES DE PROTECCION","ADQUISICION DE EQUIPOS DE PROTECCION","B","82","S ",,"253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","24.98","50","0","50","5364                ","24.98","SD                                                ","1","1","631.54.01","N","0260000680001",,,"24.98",
"1323","PONCHADORA","ADQUISICION DE SUMINISTROS, EQUIPOS INFORMATICOS Y MANO DE OBRA","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","39.2","1","0","1","0030                ","39.2","SD                                                ","1","5","631.54.01","N","0260000680001",,,"39.2",
"1302","TERMINALES ELECTROMECANICA","ELECTROMECANICA","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","-","0.25","0","0","0","SD                  ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"0.25",
"1303","BOMBILLOS TRIFA 1P","ELECTROMECANICA","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","-","1","0","0","0","SD                  ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"1",
"1306","RULIMAN RODILLO","ELECTROMECANICA","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","-","8","0","0","0","SD                  ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"8",
"1318","CAUCHO BARRA ESTABILIZADORA","MANTENIMIENTO DE TOYOTA PRADO","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","18.33","0","0","0","24847               ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"18.33",
"1168","PIN-G.E.T.S 5000269","ADQUISICION DE REPUESTOS PARA RETROEXCAVADORA 416E","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","4.08","0","0","0","5370                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"4.08",
"1296","BRUJA","ELECTROMECANICA","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","-","1","0","0","0","SD                  ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"1",
"1363","JUEGO DE PASTILLAS DELANTERA","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","38.83","0","0","0","1173                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"38.83",
"1349","KIT REPARACION CILINDRO HIDRAULICO LADO DERECHO","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","319.2","0","0","0","1126                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"319.2",
"1371","DEFENSAS 1400-24","1176","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","28","5","0","5","1176                ","28","SD                                                ","1","5","631.54.01","N","0260000680001",,,"28",
"1635","LIQUIDO (ACEITE) LIMPIA MUEBLES FRASCO DE 250CC","Liquido (Aceite) Limpia Muebles Frasco de 250cc","B","79","S ",,,,"Unidad                                            ","N","1","131.01.05.001                 ","-                             ","I","2.23","10","1","9","0                   ","2.23","0                                                 ","1","5","634.08.05","N","0260000680001",,,"2.23",
"1092","RODELA PLANA 7/16","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","0.12","0","0","0","5308                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"0.12",
"1281","BUJES DE 1 1/4","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","0.84","0","0","0","-                   ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"0.84",
"342","RODELA SUSPENSIÓN","24847","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","3.52","0","0","0","24847               ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"3.52",
"1017","PRENSA","ACCESORIOS VOLQUETA NISSAN TKC-212","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","369.6","0","0","0","5242                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"369.6",
"49","PASTAS PLASTICAS A4..","1164","B","91","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","I","0.08","25","0","25","1164                ","0.08","-                                                 ","1","5","634.08.04","N","0260000680001",,,"0.08",
"1054","CABLE GEMELO 2 X 12","MATERIALES DE CONSTRUCCION PARA VARIOS DEPARTAMENTOS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","1.25","0","0","0","4263                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"1.25",
"1086","LACA SPARY BRILLANTE","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","4.5","0","0","0","5302                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"4.5",
"1279","BALDE DE 5 GALONES","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","14","0","0","0","-                   ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"14",
"1584","SWITCH POE  DE 8 PUERTOS","MATERIALES PARA LA REVISION DEL GENERADOR DE LUZ, CAMARAS Y EL SISTEMA ELECTRICO DEL PATIO DE COMIDAS.","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","67.2","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"67.2",
"1672","KIT PIN SEGURO EH220CONSEJOP","KIT PIN SEGURO EH220CONSEJOP","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","4.26","0","0","0","0                   ","0","SD                                                ","1","0","631.54.01","N","0260000680001",,,"4.26",
"1676","FILTRO DE ACEITE EH220CONSEJOP","FILTRO DE ACEITE EH220CONSEJOP","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","9","0","0","0","0                   ","0","SD                                                ","1","0","631.54.01","N","0260000680001",,,"9",
"1127","GUANTES DE NITRILO","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","3.8","0","0","0","5335                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"3.8",
"117","CINTA S015329-EPSON FX-890.","1096","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","5.98","2","0","2","1096                ","5.98","SD                                                ","1","5","634.08.07","N","0260000680001",,,"5.98",
"203","BODY A PISTO","323","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","175.99","6","0","6","323                 ","175.99","-                                                 ","1","5","631.54.01","N","0260000680001",,,"175.99",
"252","FILTROS DE COMBUSTIBLE SEC F-1805-","2102","B","85","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","32.33","1","0","1","2102                ","32.33","-                                                 ","1","5","631.54.01","N","0260000680001",,,"32.33",
"1251","CEMENTO","-","B","87","S ",,"253",,"Quintal                                           ","N","2","152.38.11.001                 ","-                             ","I","8.01","32","27","5","-                   ","7.15","SD                                                ","1","5","631.54.01","N","0260000680001",,,"8.01",
"1564","FILTRO DE ACEITE C - 1522 VOLQ CHEVROLET","FILTROS  Y REPUESTOS PARA VEHICULOS Y MAQUINARIA MUNICIPAL","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","11.2","1","1","0","0                   ","11.2","0                                                 ","1","5","631.54.01","N","0260000680001",,,"11.2",
"1569","FILTRO DE COMBUSTIBLE RACOR SR-60T","FILTROS  Y REPUESTOS PARA VEHICULOS Y MAQUINARIA MUNICIPAL","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","26.88","1","1","0","0                   ","26.88","0                                                 ","1","5","631.54.01","N","0260000680001",,,"26.88",
"1605","PEGA DE TUBERIA PARA AGUA POTABLE","ADECENTAMIENTO Y MANTENIMIENTO DEL GRAMADO DEL ESTADIO MUNICIPAL DE PUYAHUATA(INSTALACION DEL SISTEMA DE RIEGO).","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","20.16","1","1","0","0                   ","23","0                                                 ","1","5","631.54.01","N","0260000680001",,,"20.16",
"1192","PANTALON INDIGO CON CINTA REFLECTIVA","ADQUISICION DE UNIFORMES PARA TRABAJADORES","B","82","S ",,"253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","19.84","0","0","0","5389                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"19.84",
"1598","LLAVES UNIVERSALES PLASTIGAMA 1P.","ADECENTAMIENTO Y MANTENIMIENTO DEL GRAMADO DEL ESTADIO MUNICIPAL DE PUYAHUATA(INSTALACION DEL SISTEMA DE RIEGO).","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","5.6","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"5.6",
"1467","TONER MLT-D109S NEGRO 2000 PAG","TONER NEGRO","B","92","S ",,"1",,"Unidad                                            ","S","1","131.01.07.001                 ","-                             ","I","0","0","0","0","SN                  ","0","--                                                ","1","5","634.08.07","N","0260000680001",,,,
"237","LLANTAS RENCAUCHADAS 700-15 GENERAL 13627","1793","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","77.81","0","0","0","1793                ","0","-                                                 ","1","5","631.54.01","N","0260000680001",,,"77.81",
"1659","PERNO 5/8 X 3 MC120KCONSEJOP","PERNO 5/8 X 3 MC120KCONSEJOP","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","2.35","0","0","0","0                   ","0","SD                                                ","1","0","631.54.01","N","0260000680001",,,"2.35",
"43","PASTAS A-4..","1150","B","91","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","I","0.1","60","0","60","1150                ","0.1","-                                                 ","1","5","634.08.04","N","0260000680001",,,"0.1",
"47","CORRECTOR TIPO ESFERO..","1162","B","91","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","I","0.33","5","4","1","1162                ","0.33","-                                                 ","1","5","634.08.04","N","0260000680001",,,"0.33",
"275","ESMERIL DE 1/2 SILK-","2833","B","87","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","89.6","1","0","1","2833                ","89.6","-                                                 ","1","5","631.54.01","N","0260000680001",,,"89.6",
"1228","ROLLO DE MANGUERA REFORZADA DE 3/4","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","62.01","0","0","0","-                   ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"62.01",
"1428","JUEGO DE PERNOS DE MORDAZAS DE FRENO POSTERIORES","COMPRA DE REPUESTOS","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","33.6","0","0","0","1436                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"33.6",
"1665","TUBO 14X24 MC120KCONSEJOP","TUBO 14X24 MC120KCONSEJOP","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","61.49","0","0","0","0                   ","0","SD                                                ","1","0","631.54.01","N","0260000680001",,,"61.49",
"277","LLANTA 255/70R16 111S FR GRAB  AT2 GENERAL  TIRE  GRABBER","2938","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","183.28","2","2","0","2938                ","183.28","-                                                 ","1","5","631.54.01","N","0260000680001",,,"183.28",
"283","DEFENSA RIN 20.","3160","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","19.04","10","0","10","3160                ","19.04","-                                                 ","1","5","631.54.01","N","0260000680001",,,"19.04",
"1691","SUMINISTROS RODILLO BOMAG","MANTENIMIENTO RODILLO BOMAG 250 HORAS PROPIEDAD MPAL.","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","NaN","1","1","0","0                   ","20","0                                                 ","1","5","631.54.01","N","0260000680001",,,"22.4",
"1447","GUANTES DE CAUCHO NO 9 BICOLOR","ADQUISICION DE MATERIALES DE ASEO","B","79","S ",,"253",,"Par                                               ","N","2","131.01.05.001                 ","-                             ","I","1.33","0","0","0","89535               ","0","SD                                                ","1","5","634.08.05","N","0260000680001",,,,
"289","GRAPAS  26/6 DE 5000U.","3497","B","83","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.04.001                 ","-                             ","I","0.65","103","12","91","3497                ","0.65","-                                                 ","1","5","631.54.01","N","0260000680001",,,"0.65",
"301","BOTAS INDUSTRIAL PUNTA DE ACERO M-T39.","4156","B","82","S ","-                                                           ","253",,"Par                                               ","N","2","152.38.02.001                 ","-                             ","I","24.51","2","0","2","4156                ","24.51","-                                                 ","1","5","631.54.01","N","0260000680001",,,"24.51",
"304","DELANTAL DE PVC 1.10X1M CALIBRE 14 REFORZASO.","4161","B","82","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","10.93","4","0","4","4161                ","10.93","-                                                 ","1","5","631.54.01","N","0260000680001",,,"10.93",
"308","RODILLOS DE FELPA.","4657","B","87","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","3.92","3","0","3","4657                ","3.92","-                                                 ","1","5","631.54.01","N","0260000680001",,,"3.92",
"312","PINTURA DE CANCHA.","4663","B","87","S ","-                                                           ","253",,"Galon                                             ","N","2","152.38.11.001                 ","-                             ","I","140","1","0","1","4663                ","140","-                                                 ","1","5","631.54.01","N","0260000680001",,,"140",
"328","LLANTAS 12R22.5 152/148G HCS.","5101","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","NaN","4","4","0","5101                ","622.59","-                                                 ","1","5","631.54.01","N","0260000680001",,,"622.59",
"81","TONER SANSUNGCLX-3170FN (CLT-Y409)","0219","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","57.68","1","0","1","0219                ","57.68","SD                                                ","1","5","634.08.07","N","0260000680001",,,"57.68",
"139","FILTRO DE ACEITE LF-161","193","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","7.28","11","0","11","193                 ","7.28","-                                                 ","1","5","631.54.01","N","0260000680001",,,"7.28",
"179","TROMPO TEMPERATURA LARGO TK20","296","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","90.16","1","0","1","296                 ","90.16","-                                                 ","1","5","631.54.01","N","0260000680001",,,"90.16",
"215","SEAL GP GRAN","335","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","45.17","1","0","1","335                 ","45.17","-                                                 ","1","5","631.54.01","N","0260000680001",,,"45.17",
"1449","NEUMATICOS DE APLICACION R4 MEDIDIA 17.5-25 177 VKT G2 TL BRIGESTON = RADIAL","COMPRA DE NEUMATICOS PARA LA MOTONIVELADORA CATERPILLAR","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","1465.01","4","0","4","650                 ","1465.01","SD                                                ","1","2","631.54.01","N","0260000680001",,,"1465.01",
"1697","CABEZAL DE NYLON MOTOGUADAÑA","MANTENIMIENTO DE LAS MOTOGUADAÑAS DE PROPIEDAD MPAL.","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","NaN","1","1","0","0                   ","33.93","0                                                 ","1","5","631.54.01","N","0260000680001",,,"38",
