"idproducto","producto","referencia","tipo","idcategoria","estado","url","idmarca","activo","unidad","facturacion","idbodega","cuenta_inv","cuenta_ing","tributo","costo","ingreso","egreso","saldo","codigo","lifo","codigob","tipourl","minimo","cuenta_gas","controlserie","registro","partida","fob","promedio","fifo"
1896,"215/75R17.5 126/124M LSU1 US LRF 12PR VOL PEQ CHEVROLET","215/75R17.5 126/124M LSU1 US LRF 12PR VOL PEQ CHEVROLET","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","273.280000","6.000000","0.000000","6.000000","No Aplica           ","244.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"273.280000",NULL
1789,"PLATO DE EMBRAGUE FURGON CHEV. NHR","REPUESTOS Y ACCESORIOS, PARA LA MAQUINARIA Y VEHÍCULOS DEL GADMCCH.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","140.000000","1.000000","1.000000","0.000000","0                   ","0.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"140.000000",NULL
1584,"SWITCH POE  DE 8 PUERTOS","MATERIALES PARA LA REVISION DEL GENERADOR DE LUZ, CAMARAS Y EL SISTEMA ELECTRICO DEL PATIO DE COMIDAS.","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
279,"BOTIN TIPO DIELEC CUERO G RASO CAUCHO-NITRI-PU- CAFE","3108","B",82,"S ","-                                                           ",253,NULL,"Par                                               ","N",2,"152.38.02.001                 ","-                             ","I","33.475000","2.000000","1.000000","1.000000","3108                ","33.475000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"33.475000",NULL
345,"ROTULA SUPERIOR","MANTENIMIENTO DEL TOYOTA PRADO","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","SD                  ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
158,"FILTRO CONVERTIDOR LFH-4212","229","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","17.591111","9.000000","0.000000","9.000000","229                 ","17.591100","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"17.591111",NULL
1520,"CAJA DE VALVULAS DE 2 SERVICIOS","PARA EL RECOLECTOR HINO FC","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
291,"BOTIN CUERO HIDROFUNGADO CAUCHO NITRILO O POLIURETANO","3582","B",82,"S ","-                                                           ",253,NULL,"Par                                               ","N",2,"152.38.02.001                 ","-                             ","I","34.100000","1.000000","1.000000","0.000000","3582                ","34.100000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"34.100000",NULL
1037,"HIPERCLOR LIQUIDO DOMESTICO GALON","ADQUISICION DE MATERIALES DE ASEO Y FUMIGACION","B",89,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.19.001                 ","-                             ","I","4.480000","0.000000","0.000000","0.000000","5265                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"4.480000",NULL
1407,"FILTRO AIRE PRIMARIO","1187","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1187                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1356,"RETENEDORES DE TORNAMESA","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1173                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1096,"CUARTONES DE 4 X 4","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","4.502300","0.000000","0.000000","0.000000","5312                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"4.502300",NULL
1043,"AMARRAS PLASTICAS #  8","MATERIALES DE CONSTRUCCION PARA VARIOS DEPARTAMENTOS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","2.498300","0.000000","0.000000","0.000000","5271                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"2.498300",NULL
1023,"GUANTES CAUCHO MASTER #     8  C25","ADQUISICION DE PRENDAS DE PROTECCION POR EMERGENCIA","B",82,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","5251                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
306,"TRAJE IMPERMEABLE EN PVC T/XXL.","4165","B",82,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","21.022500","4.000000","0.000000","4.000000","4165                ","21.022500","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"21.022500",NULL
2027,"FILTRO DE AIRE SECUNDARIO MOTONIVELADORA CATERPILLAR","FILTRO DE AIRE SECUNDARIO MOTONIVELADORA CATERPILLAR","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","47.040000","3.000000","1.000000","2.000000","No Aplica           ","42.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"47.040000",NULL
1855,"FILTRO SEPARADOR DE AGUA   TRACTOR CAT. D6D SIN E","REPUESTOS Y ACCESORIOS PARA LA MAQUINARIA Y VEHÍCULOS DEL GADMCCH.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,NULL,NULL
1138,"IMPERMEABLES LAVABLES","ADQUISICION POR EMERGENCIA","B",82,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","50.960000","0.000000","0.000000","0.000000","5340                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"50.960000",NULL
1283,"PERMATEX GRANDE","-","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","-                   ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1216,"TERMOMETRO UNI-T INFRAROJO","ADQUISICION DE TERMOMETROS Y OXIMETROS","B",90,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.21.001                 ","-                             ","I","75.000000","0.000000","0.000000","0.000000","5391                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"75.000000",NULL
1158,"COFIA DE TELA","EQUIPOS DE PROTECCION PARA EL PERSONAL DE LAS DIFERENTES DEPENDENCIAS","B",82,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","5.913300","12.000000","12.000000","0.000000","5360                ","5.280000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"5.913300",NULL
1438,"TUBOS CORRUVAL 440 MM X 6M","ADQUISICION DE 6 TUBOS PVC PARA ALCANTARILLADO","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","210.000000","6.000000","6.000000","0.000000","7229                ","210.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"210.000000",NULL
1396,"NEPLO DE LA VALVULA TORNAMEZA","1183","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1180                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1393,"JUEGO DE PASTILLA POSTERIOR","1180","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1180                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1260,"TEE DE 3/4","-","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","-                   ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
214,"RING","334","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","37.800000","2.000000","0.000000","2.000000","334                 ","37.800000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"37.800000",NULL
1510,"FILTRO DE COMBUSTIBLE 23304EV290 TANQUERO","FILTRO DE COMBUSTIBLE 23304EV290 TANQUERO","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","52.270000","1.000000","1.000000","0.000000","0                   ","52.270000","0                                                 ",1,"0","631.54.01","N","0260000680001",NULL,NULL,"52.270000",NULL
1537,"RODELA DEL CILINDRO  DEL LEVANTAMIENTO PALA 920","FILTROS  Y REPUESTOS PARA VEHICULOS Y MAQUINARIA MUNICIPAL","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","29.120000","1.000000","1.000000","0.000000","0                   ","29.120000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"29.120000",NULL
1538,"MANGUERA DE 2 1/2 NISSAN TK20","FILTROS  Y REPUESTOS PARA VEHICULOS Y MAQUINARIA MUNICIPAL","B",88,"S ",NULL,253,NULL,"Centimetros                                       ","N",2,"152.38.13.001                 ","-                             ","I","0.896000","50.000000","50.000000","0.000000","0                   ","0.896000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.896000",NULL
238,"BOMBAS DE FUMIGAR JACTA 20LITROS AZUL.","1849","B",87,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","125.400000","2.000000","0.000000","2.000000","1849                ","125.400000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"125.400000",NULL
1685,"CUARTONES DE MADERA DE 3 M X 5","MATERIAL DE CONSTRUCCIÓN PARA EL CENTRO DE REVISIÓN VEHÍCULAR DEL CANTÓN CHIMBO....","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ",NULL,"I","3.920000","5.000000","5.000000","0.000000","0                   ","3.500000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"3.920000",NULL
1165,"EDGE N 9R4672","ADQUISICION DE REPUESTOS PARA RETROEXCAVADORA 416E","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","317.290000","0.000000","0.000000","0.000000","5367                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"317.290000",NULL
1379,"CANERIA DE COBRE 2MTRS","1178","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1178                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1129,"ALAMBRE RECOCIDO 18 20KG","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","44.580000","0.000000","0.000000","0.000000","1157                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"44.580000",NULL
1091,"PERNO EXAGONAL 7/16 X 21/2","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.505000","0.000000","0.000000","0.000000","5307                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.505000",NULL
1210,"ACEITE MOTOR DIESEL 15W40 CI-4","CARGA INICIAL","B",85,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.03.001                 ","-                             ","T","12.400000","0.000000","0.000000","0.000000","4018                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"12.400000",NULL
1243,"BROCHA DE 5 PULGADAS","-","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","-                   ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1678,"FILTRO DE AIRE SECUNDARIO EH220CONSEJOP","FILTRO DE AIRE SECUNDARIO EH220CONSEJOP","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","0                                                 ",1,"0","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1336,"BOCIN CATERPILLAR","ARREGLO BOMBA DE INYECCION TRACTOR CATERPILLAR D6D","B",88,"S ",NULL,48,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","2457                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1146,"AZUCAR TRONCAL FUNDA 2KG","ADQUISICION DE 2000 KITS ALIMENTICIOS PARA POBLACION AFECTADA POR EMERGENCIA SANITARIA","B",90,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.21.001                 ","-                             ","T","1.533300","0.000000","0.000000","0.000000","5348                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"1.533300",NULL
307,"PINTURA BLANCA ENVEJECIDA.","4655","B",87,"S ","-                                                           ",253,NULL,"Galon                                             ","N",2,"152.38.11.001                 ","-                             ","I","112.000000","2.000000","0.000000","2.000000","4655                ","112.000000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"112.000000",NULL
1788,"GATA HIDRAULICA DE 2O TONELADAS  CAT.920","REPUESTOS Y ACCESORIOS, PARA LA MAQUINARIA Y VEHÍCULOS DEL GADMCCH.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","95.200000","1.000000","1.000000","0.000000","0                   ","85.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"95.200000",NULL
321,"TAIPE 3M PEQUENO.","5087","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","-1.970000","1.000000","0.000000","1.000000","5087                ","-1.970000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"-1.970000",NULL
1132,"CLAVOS DE 3 PULGADAS LIBRA","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","1.356000","0.000000","0.000000","0.000000","0122                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"1.356000",NULL
1262,"MASCARILLA","-","B",82,"S ",NULL,1,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","-                   ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,NULL,NULL
1233,"SUELDA ELECTRODOS","-","B",87,"S ",NULL,362,NULL,"Libras                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","-                   ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
270,"LFP440F-FILTRO DE COMBUSTIBLE SFF-185.","2138","B",85,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.03.001                 ","-                             ","I","44.460000","1.000000","0.000000","1.000000","2138                ","44.460000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"44.460000",NULL
1699,"TUERCA MOTOGUADAÑA","MANTENIMIENTO DE LAS MOTOGUADAÑAS DE PROPIEDAD MPAL.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","5.000000","1.000000","1.000000","0.000000","0                   ","4.460000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"5.000000",NULL
1810,"JUEGO PASTILLAS POSTERIORES  TOYOTA FORTUNER","REPUESTOS Y ACCESORIOS, PARA LA MAQUINARIA Y VEHÍCULOS DEL GADMCCH.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","47.040000","1.000000","1.000000","0.000000","0                   ","42.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"47.040000",NULL
1398,"NEPLO DEL CONVERTIDOR","1180","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1184                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
148,"FILTRO DE AIRE SECUNDARIO LAF-335","207","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","207                 ","0.000000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1089,"PIOLA # 12","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","3.100000","0.000000","0.000000","0.000000","5305                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"3.100000",NULL
1127,"GUANTES DE NITRILO","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","5335                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
143,"FILTROS DE TRANSMISION LFP-3346","198","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","13.440000","2.000000","0.000000","2.000000","198                 ","13.440000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"13.440000",NULL
212,"RING G","332","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","73.908333","6.000000","0.000000","6.000000","332                 ","73.908300","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"73.908333",NULL
1672,"KIT PIN SEGURO EH220CONSEJOP","KIT PIN SEGURO EH220CONSEJOP","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","SD                                                ",1,"0","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1296,"BRUJA","ELECTROMECANICA","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","-","0.000000","0.000000","0.000000","0.000000","SD                  ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1875,"FILTROS DE ACEITE PH-2849   MAZDA BT-50","PARA EL RESPECTIVO MANTENIMIENTO DEL VEHÍCULO MAZDA BT-50  CON PLACA PCG-7313.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,NULL,NULL
186,"CRUCETA N. 6H2577","304","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","8.410000","1.000000","0.000000","1.000000","304                 ","8.410000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"8.410000",NULL
1929,"KIT DE EMBRAGUE ISUZO","KIT DE EMBRAGUE ISUZO","B",88,"S ","-                                                           ",1,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","246.400000","1.000000","1.000000","0.000000","xml-0               ","220.000000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"246.400000",NULL
1935,"METROS DE CABLE 12","METROS DE CABLE 12","B",88,"S ","-                                                           ",1,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.505000","4.000000","4.000000","0.000000","xml-0               ","0.450000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.505000",NULL
1321,"CABLE HDMI","ADQUISICION DE SUMINISTROS, EQUIPOS INFORMATICOS Y MANO DE OBRA","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","6.720000","1.000000","1.000000","0.000000","SD                  ","6.720000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"6.720000",NULL
1904,"BANDA DE ACC","BANDA DE ACC","B",88,"S ","-                                                           ",1,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","28.000000","1.000000","1.000000","0.000000","xml-0               ","25.000000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"28.000000",NULL
1627,"CINTA TAIPE","CINTA TAIPE","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","1.120000","2.000000","2.000000","0.000000","0                   ","1.120000","0                                                 ",1,"0","631.54.01","N","0260000680001",NULL,NULL,"1.120000",NULL
1730,"CABLE FLEXIBLE NO.    PPLM","MATERIALES PARA EL PUENTE QUE CRUZA LA CALLE GUAYAS A LA ALTURA DE LA PLAZA LA MERCED...","B",87,"S ",NULL,253,NULL,"Metros                                            ","N",2,"152.38.11.001                 ","-                             ","I","2.464000","60.000000","60.000000","0.000000","0                   ","2.200000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"2.464000",NULL
1794,"KIT DE EMBRAGUE MOTOBOMBA ISUZO","REPUESTOS Y ACCESORIOS, PARA LA MAQUINARIA Y VEHÍCULOS DEL GADMCCH.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","313.600000","1.000000","1.000000","0.000000","0                   ","280.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"313.600000",NULL
1340,"BOMBAS PARA EXTRAER ALCOHOL","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1126                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
239,"ACEITE DE GRASA STHILL.","1860","B",87,"S ","-                                                           ",266,NULL,"Libras                                            ","N",2,"152.38.11.001                 ","-                             ","I","12.540000","2.000000","2.000000","0.000000","1860                ","12.540000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"12.540000",NULL
151,"FILTRO DE AIRE SECUNDARIO LAF-48","210","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","38.942857","7.000000","0.000000","7.000000","210                 ","38.942900","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"38.942857",NULL
311,"RESAFLES .","4662","B",87,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","98.560000","2.000000","0.000000","2.000000","4662                ","98.560000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"98.560000",NULL
1184,"CHOMPA UNIFORME TACTICO UNISEX","ADQUISICION DE UNIFORMES PARA TRABAJADORES","B",82,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","80.315000","0.000000","0.000000","0.000000","5383                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"80.315000",NULL
1601,"CODOS DE 40 PLASTIGAMA","ADECENTAMIENTO Y MANTENIMIENTO DEL GRAMADO DEL ESTADIO MUNICIPAL DE PUYAHUATA(INSTALACION DEL SISTEMA DE RIEGO).","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1187,"ADHESIVOS DE REVISION DE MOTOS","ADQUISICION DE ADHESIVOS PARA LA AGENCIA DE TRANSITO","B",86,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.07.001                 ","-                             ","I","2.576000","0.000000","0.000000","0.000000","2748                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"2.576000",NULL
1411,"TUERCAS","1188","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1188                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
264,"FILTRO DE AIRE PAB-7417","2130","B",85,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.03.001                 ","-                             ","I","33.230000","3.000000","0.000000","3.000000","2130                ","33.230000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"33.230000",NULL
2026,"FILTRO DE AIRE PRIMARIO MOTONIVELADORA CATERPILLAR","FILTRO DE AIRE PRIMARIO MOTONIVELADORA CATERPILLAR","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","72.800000","3.000000","1.000000","2.000000","No Aplica           ","65.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"72.800000",NULL
2041,"FILTRO DE COMBUSTIBLE RODILLO LISO CATERPILLAR","FILTRO DE COMBUSTIBLE RODILLO LISO CATERPILLAR","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","25.760000","3.000000","2.000000","1.000000","No Aplica           ","25.760000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"25.760000",NULL
1241,"ESPATULA DE ACERO DE 3 PULGADAS","-","B",87,"S ",NULL,NULL,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","2.465000","4.000000","4.000000","0.000000","-                   ","2.465000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"2.465000",NULL
